user_id,user_bio,tokens,state,region,ls_tokens,new_tokens,cluster,genre
194408255.0,"Walk-in humidor w/largest selection of #cigars in Napa. Temp controlled cellar. 161 Silverado Trl. Over 21 yrs only. 
Carrie, owner/wine, baseball & schtuff",walk humidor largest selection napa temp control cellar silverado trl yrs carrie owner wine baseball schtuff,CA,West,"['walk', 'humidor', 'largest', 'selection', 'napa', 'temp', 'control', 'cellar', 'silverado', 'trl', 'carrie', 'owner', 'wine', 'baseball', 'schtuff']",walk humidor largest selection napa temp control cellar silverado trl carrie owner wine baseball schtuff,1,chill
1.39e+18,MAYC #18926 Surf - Travel - NFTs - DS Studios Marketing Team #MAYC #BAYC #LYXE #TIME #3DOG Drug Addiction Recovery 10/10/15 #Anime #Cats 🐈‍⬛🐈‍⬛,mayc surf travel nfts studios market team dog drug addiction recovery,CA,West,"['mayc', 'surf', 'travel', 'nfts', 'studios', 'market', 'team', 'dog', 'drug', 'addiction', 'recovery']",mayc surf travel nfts studios market team dog drug addiction recovery,33,newage
3152138960.0,"Kidney transplant recipient from the University of Washington. Currently enjoying my 2nd chance at life. STL Native. Huskies, Blues, Suns, both Cardinals.",kidney transplant recipient university washington currently enjoy chance life stl native huskies blue sun cardinals,WA,West,"['kidney', 'transplant', 'recipient', 'university', 'washington', 'currently', 'enjoy', 'chance', 'life', 'native', 'huskies', 'blue', 'sun', 'cardinals']",kidney transplant recipient university washington currently enjoy chance life native huskies blue sun cardinals,18,country
50706690.0,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,traffic transit update new york state provide new york state visit website feed,NY,Northeast,"['traffic', 'transit', 'update', 'new', 'york', 'state', 'new', 'york', 'state', 'visit', 'website']",traffic transit update new york state new york state visit website,35,party
227562254.0,LongLiveMaxo LongLiveJJ,longlivemaxo longlivejj,OH,Midwest,"['longlivemaxo', 'longlivejj']",longlivemaxo longlivejj,0,punkrock
1e+18,nicholls st TE — Barstool Athlete,cholls barstool athlete,LA,South,"['cholls', 'barstool', 'athlete']",cholls barstool athlete,18,country
18565282.0,"Instructional Design, artist, Teacher, Canadian/American Dual Citizen, working in Web Design Multimedia Painter, photographer",instructional design artist teacher canadian american dual citizen work web design multimedia painter photographer,UT,West,"['instructional', 'design', 'artist', 'teacher', 'canadian', 'american', 'dual', 'citizen', 'work', 'web', 'design', 'multimedia', 'painter', 'photographer']",instructional design artist teacher canadian american dual citizen work web design multimedia painter photographer,2,punk
840760081.0,"Ecotox & EnvStress lab PI, co-lead @pnwmicroplastic: tweets re:science and re:life #blm #steminist #firstgenacademic she/her/mom @OSU_coastal @OSUfwcs",ecotox envstress lab lead tweet science life mom,OR,West,"['ecotox', 'envstress', 'lab', 'lead', 'tweet', 'science', 'life', 'mom']",ecotox envstress lab lead tweet science life mom,9,happy
18730629.0,"Radio Boy, Tx⚡️🎙 IG: JOEYCRADIO @iheartradio San Antonio - Nationwide @961nowsa @1045latino_hits",radio boy joeycradio san antonio nationwide nowsa latino hit,TX,Southwest,"['radio', 'boy', 'joeycradio', 'san', 'nationwide', 'nowsa', 'latino']",radio boy joeycradio san nationwide nowsa latino,48,club
1267322072.0,"Old school nerd/father. Likes #CriticalRole, #DnD, #Malifaux, #40k, #MCU, #Fallout76.

Ask me how amazing my daughter is, but be prepared for about 8,000 photos",old school nerd father like ask amaze daughter prepare photos,MD,South,"['old', 'school', 'nerd', 'father', 'like', 'amaze', 'daughter', 'prepare', 'photos']",old school nerd father like amaze daughter prepare photos,9,happy
17694421.0,|Co-Fndr @BCBurritos x @TeslaOwnersEbay | Opinons ➡️Own |🖤🔋🏎 | 🌮🌯Deliveries in a #Tesla |Husband x Dad:👧🏻👧🏻🐶| $TSLA | #BITCOIN |#HellaTeslas |,fndr opinons deliveries husband dad tsla,CA,West,"['fndr', 'opinons', 'deliveries', 'husband', 'dad', 'tsla']",fndr opinons deliveries husband dad tsla,40,soul
1.01e+18,"sc: omgitsdannie 💖 | work in progress 🤞🏾| ♍️ sun, ♎️ moon, ♒️ rising",omgitsdannie work progress sun moon rise,TX,Southwest,"['omgitsdannie', 'work', 'progress', 'sun', 'moon', 'rise']",omgitsdannie work progress sun moon rise,18,country
285849335.0,(Controversial) opinions likely those of my former employer | Community Development Research @ClevelandFed | @sfglobalshapers | @IANetworkTweets |,controversial opinions likely employer community development research,CA,West,"['controversial', 'opinions', 'likely', 'employer', 'community', 'development', 'research']",controversial opinions likely employer community development research,22,ambient
1.08e+18,#LawAndOrderSVU #Logic #Eminem • Diane Neal aka Casey Novak is bae 😁💙 Goal: Get followed by @dianeneal 🙏🏽 RIP BROOKE 😭😇🕊️ #4EverBrooke #RattPack ✌🏼💙➕,diane neal aka casey novak bae goal follow rip brooke everbrooke,CA,West,"['diane', 'neal', 'casey', 'novak', 'bae', 'goal', 'follow', 'rip', 'brooke', 'everbrooke']",diane neal casey novak bae goal follow rip brooke everbrooke,23,gospel
395820172.0,Just a man trying to be a good husband and father. Also happen to like the Jaguars and AEW. Might occasionally tweet about them. / #BLM / #StopAsianHate,man try good husband father happen like jaguars aew occasionally tweet,FL,South,"['man', 'good', 'husband', 'father', 'happen', 'like', 'jaguars', 'occasionally', 'tweet']",man good husband father happen like jaguars occasionally tweet,9,happy
2781812629.0,"Happily retired and living in Washington state. I love to read, walk and spend time with my kitties. Hubby & I are so happy to have Joe Biden as our President!",happily retire live washington state love read walk spend time kitties hubby happy joe biden president,DC,South,"['happily', 'retire', 'live', 'washington', 'state', 'love', 'read', 'walk', 'spend', 'time', 'kitties', 'hubby', 'happy', 'biden', 'president']",happily retire live washington state love read walk spend time kitties hubby happy biden president,46,dancehall
8.55e+17,Custom Australian Merino wool Blankets. My husband and I are the creators and designers behind WoolByTheSea LLC hand knitted merino wool blankets.,custom australian merino wool blanket husband creators designers woolbythesea llc hand knit merino wool blanket,OR,West,"['custom', 'australian', 'merino', 'wool', 'blanket', 'husband', 'creators', 'designers', 'woolbythesea', 'hand', 'knit', 'merino', 'wool', 'blanket']",custom australian merino wool blanket husband creators designers woolbythesea hand knit merino wool blanket,47,heavymetal
375945451.0,"Tony Award Winning Producer | Mets, NY Rangers, & UCF Knights | 1/2 of @emberprodux | @offtherailsnet | @FirstClassMTS competitor | Producer @letsgetreadynet",tony award win producer mets rangers ucf knight competitor producer,NY,Northeast,"['award', 'win', 'producer', 'mets', 'rangers', 'ucf', 'knight', 'competitor', 'producer']",award win producer mets rangers ucf knight competitor producer,7,edm
39445518.0,"Skateboard B. Singer - Songwriter - More Jack than Leo. Lend me your ear, ill make you a believer. B3, And Ember’s Dad. CareAboutTheSound. NSR. XLAP. RPO.",skateboard singer songwriter jack leo lend ear ill believer ember dad nsr xlap rpo,CA,West,"['skateboard', 'singer', 'songwriter', 'leo', 'lend', 'ear', 'believer', 'ember', 'dad', 'nsr', 'xlap', 'rpo']",skateboard singer songwriter leo lend ear believer ember dad nsr xlap rpo,35,party
1.22e+18,I don’t like short niggas ✨,like short niggas,CA,West,"['like', 'short', 'niggas']",like short niggas,5,rock
306953937.0,#Justice4Chrystul Malcolms Mom HarvardDiv #COVIDPoolTesting #RedDeal #PeopleVsFossilFuels @BostonSchools:RestorativJustice #RankedChoiceVoting #BlackLivesMatter,malcolms mom harvarddiv,MA,Northeast,"['malcolms', 'mom', 'harvarddiv']",malcolms mom harvarddiv,0,punkrock
2901384887.0,"Registered Nurse, Author, Presenter, Specializing in gerontology, Parkinson's, Alzheimer's. Currently writing book series “Higgins Valley Moments.”",register nurse author presenter specialize gerontology parkinson alzheimer currently write book series higgins valley moments,OR,West,"['register', 'nurse', 'author', 'presenter', 'specialize', 'gerontology', 'parkinson', 'alzheimer', 'currently', 'write', 'book', 'series', 'higgins', 'moments']",register nurse author presenter specialize gerontology parkinson alzheimer currently write book series higgins moments,19,edm
324136826.0,Manager for @Clix | Business Inquiry: Clix@NRG.gg | Director for @Dr3aminClothing,manager business inquiry clix director,CA,West,"['manager', 'business', 'inquiry', 'clix', 'director']",manager business inquiry clix director,12,edm
584206382.0,"Chronicler of “My Exploitation Education” at @DailyGrindhouse, screenwriter, Cubs fan, vegetarian, Larry Cohen expert, cat herder. All opinions mine, etc.",chronicler exploitation education screenwriter cub fan vegetarian larry cohen expert cat herder opinions,IL,Midwest,"['chronicler', 'exploitation', 'education', 'screenwriter', 'cub', 'fan', 'vegetarian', 'larry', 'cohen', 'expert', 'cat', 'herder', 'opinions']",chronicler exploitation education screenwriter cub fan vegetarian larry cohen expert cat herder opinions,11,house
1.3e+18,Your favorite hoe on the Internet,favorite hoe internet,GA,South,"['favorite', 'hoe']",favorite hoe,40,soul
1.35e+18,"A regular person in Boston media. Quincy Ma
Owner:The FakeNewZ
Pg1 American Revolution
3.5.1770. MEDIA. Page1 SCHOOLS
Running for President 2024
WBCN BOSTON 14Y",regular person boston media quincy owner fakenewz american revolution media page school run president wbcn boston,MA,Northeast,"['regular', 'person', 'boston', 'media', 'quincy', 'owner', 'fakenewz', 'american', 'revolution', 'media', 'school', 'run', 'president', 'wbcn', 'boston']",regular person boston media quincy owner fakenewz american revolution media school run president wbcn boston,30,pop
353568320.0,"Retired Apex Content Creator, OnlyFans rich girl",retire apex content creator onlyfans rich gir,NV,West,"['retire', 'apex', 'content', 'creator', 'onlyfans', 'rich', 'gir']",retire apex content creator onlyfans rich gir,12,edm
213120036.0,A Star dog champion!,star dog champion,MA,Northeast,"['star', 'dog', 'champion']",star dog champion,10,gospel
2839051893.0,"everyone’s favorite little brother. trans, hiv & disability activist. ultramarathoner. ia 764. public health student. currently: caroline or change bway",favorite little brother trans hiv disability activist ultramarathoner public health student currently caroline change bway,NY,Northeast,"['favorite', 'brother', 'trans', 'disability', 'activist', 'ultramarathoner', 'public', 'health', 'student', 'currently', 'caroline', 'change', 'bway']",favorite brother trans disability activist ultramarathoner public health student currently caroline change bway,41,funk
7.75e+17,"Fire Arts  Music  coffee ....improvised impromtu  everything. 
http://youtu.be/OXPyfuBrOxA
http://showupsacramento.com/videos/nb-oks",arts music coffee improvise impromtu,CA,West,"['arts', 'music', 'coffee', 'improvise', 'impromtu']",arts music coffee improvise impromtu,25,pop
51405331.0,HVAC TECHNICIAN/HUSBAND/FATHER OF 2/PHOTOGRAPHER/Snapchat: @Choppajit2,hvac technician husband father photographer snapchat,FL,South,"['hvac', 'technician', 'husband', 'father', 'photographer', 'snapchat']",hvac technician husband father photographer snapchat,9,happy
2223891277.0,Eye Dee Kay,eye dee kay,NY,Northeast,"['eye', 'dee', 'kay']",eye dee kay,0,punkrock
8.28e+17,Buffalo Bills Super Fan 🏈🏈 Poker Player♠️♠️Jimmy Buffett listener 🏝🏝Pit Boss Smoker🐷🐷 Tennessee Volunteer Fan🔸️🔸️,buffalo bill super fan poker player jimmy buffett listener pit boss smoker tennessee volunteer fan,NY,Northeast,"['buffalo', 'bill', 'super', 'fan', 'poker', 'player', 'jimmy', 'buffett', 'listener', 'pit', 'boss', 'smoker', 'tennessee', 'volunteer', 'fan']",buffalo bill super fan poker player jimmy buffett listener pit boss smoker tennessee volunteer fan,35,party
7.75e+17,“Would you say I have a plethora of piñatas?”,plethora piñatas,CA,West,"['plethora', 'piñatas']",plethora piñatas,0,punkrock
9.74e+17,⚠️NSFW 18+ ONLY⚠️ 25•she/her• biracial•Alt Model & @suicidegirls since 2016•dogmom• fuck it I’m here for a good time not a long time,nsfw biracial alt model dogmom fuck good time long time,CA,West,"['nsfw', 'biracial', 'model', 'dogmom', 'fuck', 'good', 'time', 'long', 'time']",nsfw biracial model dogmom fuck good time long time,9,happy
16136382.0,Here for politics and drag. Proud 2nd generation Salvadoran American. Lifelong NYer. Yanks/Jets. ideologically i’m the sweet spot between AOC and Kamala.,politics drag proud generation salvadoran american lifelong nyer yank jet ideologically sweet spot aoc kamala,NY,Northeast,"['politics', 'drag', 'proud', 'generation', 'salvadoran', 'american', 'lifelong', 'nyer', 'yank', 'jet', 'ideologically', 'sweet', 'spot', 'aoc', 'kamala']",politics drag proud generation salvadoran american lifelong nyer yank jet ideologically sweet spot aoc kamala,4,happy
229231438.0,"#MD #Sapiosexual #NaturalHairEnthusiast
#FOODIE                                           
Live Love Learn Smile. ♡

ff @DextHairity",live love learn smile,MD,South,"['live', 'love', 'learn', 'smile']",live love learn smile,51,country
1.09e+18,Milf Hunter,milf hunter,FL,South,"['milf', 'hunter']",milf hunter,2,punk
1.47e+18,Ugh a bio?,ugh bio,AZ,Southwest,"['ugh', 'bio']",ugh bio,24,jazz
596913835.0,Hard Working American- Your pronouns suck! Let's Go Brandon🤭🤣😂,hard work american pronouns suck let brandon,WI,Midwest,"['hard', 'work', 'american', 'pronouns', 'suck', 'let']",hard work american pronouns suck let,45,acoustic
1.02e+18,"Naval war veteran,grill pro,IPA's 🍺Fan of Clutch, Spurs,Longhorns,Cowboys,Clash,PinkFloyd,Pantera,BadReligion,ZZTOP, metal,punk,rockabilly,psychobilly",naval war veteran grill pro ipa fan clutch spur longhorns cowboys clash pinkfloyd pantera badreligion zztop metal punk rockabilly psychobilly,TX,Southwest,"['naval', 'war', 'veteran', 'grill', 'pro', 'ipa', 'fan', 'clutch', 'spur', 'longhorns', 'cowboys', 'clash', 'pinkfloyd', 'pantera', 'badreligion', 'zztop', 'metal', 'punk', 'rockabilly', 'psychobilly']",naval war veteran grill pro ipa fan clutch spur longhorns cowboys clash pinkfloyd pantera badreligion zztop metal punk rockabilly psychobilly,14,latino
460656546.0,Cojelo suave,cojelo suave,FL,South,"['cojelo', 'suave']",cojelo suave,0,punkrock
46531629.0,"NOLA ⚜️ ♎️ Talent buyer, Artist manager, Music lover.",nola talent buyer artist manager music lover,LA,South,"['nola', 'talent', 'buyer', 'artist', 'manager', 'music', 'lover']",nola talent buyer artist manager music lover,12,edm
24148106.0,I’m married and have four fur babies. I’m a Neurophysiology Technologist and work at UAB Hospital. #War Eagle #GoBraves,marry fur baby neurophysiology technologist work uab hospital eagle,AL,South,"['marry', 'fur', 'baby', 'neurophysiology', 'technologist', 'work', 'uab', 'hospital', 'eagle']",marry fur baby neurophysiology technologist work uab hospital eagle,14,latino
743616312.0,"Official WSDOT account for Clark, Cowlitz, Klickitat, Lewis, Pacific & Skamania counties. Monitored 7:30am-4pm Mon-Fri. 
Please call 911 to report road hazards.",official wsdot account clark cowlitz klickitat lewis pacific skamania counties monitor mon fri report road hazard,DC,South,"['official', 'wsdot', 'account', 'clark', 'cowlitz', 'klickitat', 'lewis', 'pacific', 'skamania', 'counties', 'monitor', 'mon', 'fri', 'report', 'road', 'hazard']",official wsdot account clark cowlitz klickitat lewis pacific skamania counties monitor mon fri report road hazard,50,punkrock
14168524.0,"Ski Industry Outsider™️ — Prev. @Snowbird, @AspenSnowmass, @SierraAtTahoe, @Freeskier, @SundayRiver. Marketing Director for @Pagely & @GoDaddy. ⛷",ski industry outsider prev market director,UT,West,"['ski', 'industry', 'outsider', 'prev', 'market', 'director']",ski industry outsider prev market director,12,edm
1.42e+18,"🥴 ♒ Pole Dancer/Stripper. HIV+ Advocate. Male Storm ⚡️Tattoos and Hoodoo. Homo superior. Poly Pocket (I’m Poly, so are my Pockets) CashApp $BlackPhoenixDance",pole dancer stripper hiv advocate male storm tattoo hoodoo homo superior poly pocket poly pocket cashapp,NY,Northeast,"['pole', 'dancer', 'stripper', 'advocate', 'male', 'storm', 'tattoo', 'hoodoo', 'homo', 'superior', 'poly', 'pocket', 'poly', 'pocket', 'cashapp']",pole dancer stripper advocate male storm tattoo hoodoo homo superior poly pocket poly pocket cashapp,27,newage
1602852614.0,"Unofficial automated posting of calls for service minus traffic stops, created by @rosecitytransit; scanner feed: http://www.broadcastify.com/listen/feed/20613/",unofficial automate post call service minus traffic stop create scanner fee,OR,West,"['unofficial', 'automate', 'post', 'call', 'service', 'minus', 'traffic', 'stop', 'create', 'scanner', 'fee']",unofficial automate post call service minus traffic stop create scanner fee,54,rockabilly
1.37e+18,Google Me 🎥🤪|CEO of @HM_Incorporated 📺| Ebony Domme ⛓| Travel Companion | FMTY 🛬| https://www.luxylist.it/bookingharmonie |Private rendezvous ⤵️,google ceo ebony domme travel companion fmty private rendezvous,FL,South,"['ceo', 'ebony', 'domme', 'travel', 'companion', 'fmty', 'private', 'rendezvous']",ceo ebony domme travel companion fmty private rendezvous,19,edm
963550891.0,Justin | YUKI | bad Project M Marth and badder LoL Ezreal | Smash Free Agent | @edgyanakin partner in crime 💘 | BLM and DTWD,justin yuki bad project marth badder lol ezreal smash free agent partner crime blm dtwd,FL,South,"['justin', 'yuki', 'bad', 'project', 'marth', 'badder', 'lol', 'ezreal', 'smash', 'free', 'agent', 'partner', 'crime', 'blm', 'dtwd']",justin yuki bad project marth badder lol ezreal smash free agent partner crime blm dtwd,13,songwriter
9.81e+17,ART SAVED MY LIFE & I am magical manifestor of greatness 🦋333 kellyjcreatesmagic@gmail.com 👉🏾 ig: kellyfreespirit333 ✨ Sacred Woman,art save life magical manifestor greatness com kellyfreespirit sacred woma,GA,South,"['art', 'save', 'life', 'magical', 'manifestor', 'greatness', 'kellyfreespirit', 'sacred', 'woma']",art save life magical manifestor greatness kellyfreespirit sacred woma,22,ambient
377451961.0,Live Scene | Sweetside Pastry | EmbroidMy | YachtLife,live scene sweetside pastry embroidmy yachtlife,IL,Midwest,"['live', 'scene', 'sweetside', 'pastry', 'embroidmy', 'yachtlife']",live scene sweetside pastry embroidmy yachtlife,26,honkytonk
50216130.0,"Too light to be darkskin, too dark to be lightskin, just stuck in the middle.",light darkskin dark lightskin stick middle,TN,South,"['light', 'darkskin', 'dark', 'lightskin', 'stick', 'middle']",light darkskin dark lightskin stick middle,7,edm
23840138.0,Photographer | DJ | Co-Founder @onestopfilmlab + @thesestreetsmag,photographer founder,CA,West,"['photographer', 'founder']",photographer founder,41,funk
620772361.0,"I post original art every day. I make op art, surrealism, animated music videos. Click the link for CARBON NEUTRAL NFTs. Therapy is good! 🧠+❤=🖼",post original art day art surrealism animate music videos click link carbon neutral nfts therapy good,TN,South,"['post', 'original', 'art', 'art', 'surrealism', 'animate', 'music', 'videos', 'click', 'carbon', 'neutral', 'nfts', 'therapy', 'good']",post original art art surrealism animate music videos click carbon neutral nfts therapy good,40,soul
155417186.0,"Things I love: the SF Giants, bourbon, pizza, music on vinyl, popcorn.",things love giants bourbon pizza music vinyl popcorn,CA,West,"['things', 'love', 'bourbon', 'pizza', 'music', 'vinyl', 'popcorn']",things love bourbon pizza music vinyl popcorn,32,acoustic
770639623.0,"🌪 ISU 🌪. Roma #OpreRoma. Food and food system obsessed 😋👀. TTRPG player and creator 🎲. I write things. Pan/Demi, poly and trans.",isu roma food food obsess ttrpg player creator write things pan demi poly trans,OR,West,"['isu', 'roma', 'food', 'food', 'obsess', 'ttrpg', 'player', 'creator', 'write', 'things', 'pan', 'demi', 'poly', 'trans']",isu roma food food obsess ttrpg player creator write things pan demi poly trans,8,goth
2719140689.0,"She/They🏳️‍🌈, Member of the Gruesome Twosome 😏 @zarakat_ ❤️🔥 #BLM✊🏿",member gruesome twosome,WA,West,"['gruesome', 'twosome']",gruesome twosome,0,punkrock
1.42e+18,"𝔸𝕟 𝕦𝕟𝕤𝕥𝕠𝕡𝕡𝕒𝕓𝕝𝕖 𝕗𝕠𝕣𝕔𝕖 𝕥𝕠 𝕥𝕙𝕚𝕤 𝕦𝕟𝕚𝕧𝕖𝕣𝕤𝕖
                                  
          🇲🇽🇺🇸🏳️‍🌈",𝕦𝕟𝕤𝕥𝕠𝕡𝕡𝕒𝕓𝕝𝕖 𝕗𝕠𝕣𝕔𝕖 𝕥𝕙𝕚𝕤 𝕦𝕟𝕚𝕧𝕖𝕣𝕤𝕖,CA,West,"['𝕦𝕟𝕤𝕥𝕠𝕡𝕡𝕒𝕓𝕝𝕖', '𝕗𝕠𝕣𝕔𝕖', '𝕥𝕙𝕚𝕤', '𝕦𝕟𝕚𝕧𝕖𝕣𝕤𝕖']",𝕦𝕟𝕤𝕥𝕠𝕡𝕡𝕒𝕓𝕝𝕖 𝕗𝕠𝕣𝕔𝕖 𝕥𝕙𝕚𝕤 𝕦𝕟𝕚𝕧𝕖𝕣𝕤𝕖,0,punkrock
3314070119.0,Just an Irish kid taking on the US🏉,irish kid take,GA,South,"['irish', 'kid', 'take']",irish kid take,48,club
54463831.0,A weather/sunset/astronomy/plant enthusiast. A hard-working bearded warehouse courier at Cisco. My instagram: http://instagram.com/54stormywill54,weather sunset astronomy plant enthusiast hard work beard warehouse courier cisco instagram,CA,West,"['weather', 'sunset', 'astronomy', 'plant', 'enthusiast', 'hard', 'work', 'beard', 'warehouse', 'courier', 'cisco', 'instagram']",weather sunset astronomy plant enthusiast hard work beard warehouse courier cisco instagram,45,acoustic
4670464879.0,I am currently advocating and raising funds for The Spina Bifida association. I Do Not support Trump and his régime.,currently advocate raise fund spina bifida association support trump régime,IL,Midwest,"['currently', 'advocate', 'raise', 'fund', 'spina', 'bifida', 'association', 'support', 'trump', 'régime']",currently advocate raise fund spina bifida association support trump régime,44,minimaltechno
19772054.0,"New Media Art Professor
Project: @EpilepsiaAI
Founder: @ENTERACTions @h0axgallery
Sponsors: @NEAarts @SpencerMuseum @warholfdn @OKContemporary @KCMAAA",new media art professor project founder sponsor,KS,Midwest,"['new', 'media', 'art', 'professor', 'project', 'founder', 'sponsor']",new media art professor project founder sponsor,42,newage
554127343.0,"24 | Head Esports Coach @ChowanEsports | Val Coach/Imm Sentinel | Previously: @Recon5Val , @ATKMode , @PFWESPORTS",head esports coach val coach imm sentinel previously,NC,South,"['esports', 'coach', 'val', 'coach', 'imm', 'sentinel', 'previously']",esports coach val coach imm sentinel previously,44,minimaltechno
513694562.0,Suga #4L 🌸 | you only live once 🧚🏽✨,suga live,IL,Midwest,"['suga', 'live']",suga live,26,honkytonk
207867983.0,…hoe,hoe,FL,South,['hoe'],hoe,40,soul
20417248.0,creator of things IG: TheLegendOfRena @NuevaLuxe,creator things thelegendofrena,CA,West,"['creator', 'things', 'thelegendofrena']",creator things thelegendofrena,30,pop
37864520.0,"Live life, Music is Life. @DJ,@Caesarspalace @gossybar , @mattgoss. @level107lounge. #bar3535 @cromwellvegas @TheLinq @FlamingoVegas @Blue_Martini_Lv",live life music life,NV,West,"['live', 'life', 'music', 'life']",live life music life,5,rock
8.07e+17,ex-android owner 🤩 // Cal '22,android owner cal,WV,South,"['android', 'owner', 'cal']",android owner cal,10,gospel
1.43e+18,I don’t respect the opinions of others.,respect opinions,WA,West,"['respect', 'opinions']",respect opinions,53,anime
346102567.0,snapchat minivick9 or rhodesmaxsutton,snapchat minivick rhodesmaxsutto,AZ,Southwest,"['snapchat', 'minivick', 'rhodesmaxsutto']",snapchat minivick rhodesmaxsutto,43,groove
171337448.0,I play music. entertainment marketing - for booking/business only email djkambennett@gmail.com,play music entertainment market book business email djkambennett com,MN,Midwest,"['play', 'music', 'entertainment', 'market', 'book', 'business', 'djkambennett']",play music entertainment market book business djkambennett,48,club
424346533.0,Adventures in Foods and Travels. Follow me on Instagram too.,adventure foods travel follow instagram,CA,West,"['adventure', 'foods', 'travel', 'follow', 'instagram']",adventure foods travel follow instagram,24,jazz
